NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_TEMPO_ADICIONAL,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
190004191511,2019,2304400,Fortaleza,23,CE,19,M,1,3,2,,,,,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,506.0,510.0,513.0,517.0,425.5,547.8,531.6,437.7,EBDCCDACDCDBBACDEBEECCDBCDABCEDADBCBBDEEDBDCB,CACECEDBADAEABCEDEDBCEEACEBDCACCEACBCADBDBBCE,99999BEABBEBBCEDDACECBDCEDAAEACEBCDCBEBABCEEBDCCEB,CEABCCEEAAAECCDCABCCBDECCCAAADBEDEABDCCDDBCEB,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,120.0,120.0,120.0,100.0,100.0,560.0,E,D,C,B,4,B,D,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190005024975,2019,2304400,Fortaleza,23,CE,30,F,1,3,1,2304400.0,Fortaleza,23.0,CE,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,1,1,0,,509.0,514.0,,,443.5,446.5,,,CBBCAEADCBCAECCADECEDBCEAACADEACBDACEDABACCBC,CBEDA99999ACDCBBCAEACABCBBCDBEABDADACAEACCEDDBADEE,,0,,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,,1.0,120.0,120.0,120.0,100.0,0.0,460.0,B,E,F,B,3,C,A,B,B,A,B,B,A,A,A,B,A,A,B,A,A,C,A,A,B
190001658649,2019,2304400,Fortaleza,23,CE,26,F,1,1,1,2308500.0,Momba\xe7a,23.0,CE,1,9,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,505.0,508.0,512.0,518.0,600.9,590.2,629.7,813.9,EDDABABDBCCCBEEBBEABCBABDCAEDBABEBEAEBEEADCCE,CBCAADBBCAEEACCBDABBDCBBAACCBBBDBEECCECADECBC,BBCEA99999CBABAECBBCCADAAEDBBCDDEBDAADDDECBBCAADCD,DBEBABCBCDBACEDEEEBCBDACEDCEABEEAABDABCAAAECC,0,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,120.0,120.0,140.0,120.0,640.0,B,B,C,A,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
190005037657,2019,2304400,Fortaleza,23,CE,18,M,1,1,1,2304400.0,Fortaleza,23.0,CE,2,0,3,1.0,0,23272430.0,2304400.0,Fortaleza,23.0,CE,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,506.0,510.0,513.0,517.0,563.2,540.7,607.5,781.5,DEABCDACECECCDBCDCBBCAEEBEADCACEAABBDAACCBCDB,EADCEEDDCDBAABACCBEEBDBABCBDEACACEEBAACADECDB,AEBBE99999ABBEBCDAAECADEEDAADCBDEEDCAEDEBAECCDABCC,AABADDECEBACDBEBAECBADBACECDBACAE*BCADBCEDCEA,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,160.0,200.0,180.0,200.0,180.0,920.0,E,F,D,D,2,O,B,E,D,C,A,B,B,B,B,A,B,A,D,B,B,E,A,B,B
190001173319,2019,2304400,Fortaleza,23,CE,18,F,1,3,1,2304400.0,Fortaleza,23.0,CE,1,1,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,B,E,B,B,2,A,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,B,A,A,B
190001934438,2019,2304400,Fortaleza,23,CE,41,F,2,3,1,1501402.0,Bel\xe9m,15.0,PA,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,504.0,507.0,511.0,516.0,478.2,522.6,514.1,483.6,BABCCDBBEDEDDDCBDDCDDBEE*CCBCECDEACABBEADDDEE,CCACEEACCBDBDACEEBCCAACAEDBECADDBAEEEBAAEECCA,99999CECBDECEECECBDCDCAECCCECEDDCCBECDEABDEDECEBBE,CACEEADEDDABBBBDBAAECDDDCCDDCAABCCDBDEBBCCCDB,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,140.0,160.0,140.0,140.0,140.0,720.0,B,B,A,A,4,E,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190001930276,2019,2304400,Fortaleza,23,CE,19,M,1,3,1,3550308.0,S\xe3o Paulo,35.0,SP,2,0,2,1.0,0,23225505.0,2304400.0,Fortaleza,23.0,CE,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,505.0,509.0,514.0,518.0,439.3,563.4,557.5,561.2,BBDC*DCCCCCEBDECDDDDDDDDDDDDDDDDDADDDDDDDDDDD,DCACEEACABCAACBDEAEABECBCCBDECEDBECECADDBBADD,99999DABEADACCCDAEEBDACDEAAEDECBDBEDECBAADCABBBBBB,DDDBBCCDDCBBCDBECDECABEDAACEBCBEADBDDEDEDEDED,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB,EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,200.0,140.0,160.0,140.0,780.0,E,D,B,B,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
190005166492,2019,2307650,Maracana\xfa,23,CE,29,M,1,3,1,2307650.0,Maracana\xfa,23.0,CE,1,12,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,503.0,507.0,511.0,515.0,571.0,557.3,589.2,614.7,BAECBCEEABCCDDBBDBACDEEECCBDBACCEBBBDCEADDAAC,ECDCCBAEAACCBCEADBCCCEEEBDBAABDCBEDAEDBDACCCB,99999ABCBDBCBEACDAACDABEBADECBECECCDEAAACDBAEDACCE,EECADDABABCCCEDBCECEDDDBAACEBADBECAACBDBDCBDE,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,120.0,120.0,120.0,100.0,120.0,580.0,E,E,C,F,2,G,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
190003613406,2019,2304400,Fortaleza,23,CE,21,F,1,1,1,2304400.0,Fortaleza,23.0,CE,1,3,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,506.0,510.0,513.0,517.0,418.3,520.6,467.9,452.0,BDCCEBCBEBECCDBDCCBCDCCCDDDDEECDADCCABBCBAEDA,CAACCEDBBABBDCAABCACCEBBAABBCACDBACCBCEBBBDAD,99999EDBBCBAEACBEACEABDDEBAAAECBCDDDDCDDEBBEAAEDDA,DBBBCCDCADEBEEDCABBDCDABDDDEBCADCEAEDCDBDBDBE,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,120.0,120.0,80.0,100.0,520.0,B,B,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,B,A,B
190001949089,2019,2304400,Fortaleza,23,CE,20,M,1,3,1,2304400.0,Fortaleza,23.0,CE,2,0,2,1.0,0,23068825.0,2304400.0,Fortaleza,23.0,CE,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,H,F,F,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,C,A,A,B
190001144141,2019,2304400,Fortaleza,23,CE,18,F,1,1,1,2304400.0,Fortaleza,23.0,CE,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,505.0,508.0,512.0,518.0,505.2,552.0,554.2,471.1,DBDADDADCDDCCECCEEABBDBDDAACBDCDCEBDDAEDDDACE,ABCAADBEECEBECBADCBCEDBDBAEDECBEBEBBCDBACEDBC,99999BECEECCABBECAAEAADCEEDBECCCEBEADDEDECBDCACEED,ACBCBECABDBCECCEDACAEDBCCCCBACECDBCACCBDEDBED,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,140.0,80.0,140.0,160.0,160.0,680.0,E,C,D,C,4,C,A,C,C,A,B,B,A,B,A,B,A,A,B,A,A,D,A,B,B
190005695964,2019,2304400,Fortaleza,23,CE,20,F,0,1,1,2304400.0,Fortaleza,23.0,CE,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,H,E,F,B,3,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,B,A,B
190002719560,2019,2304400,Fortaleza,23,CE,16,F,1,3,1,2304400.0,Fortaleza,23.0,CE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,504.0,510.0,513.0,516.0,508.0,537.3,537.5,522.8,AACACDDAEBBDDDBBCDEDABCDEABBDBCDADBCBDEDCEBEA,CADCEBDBBCDDDBAACDABCEDABCBEEBBADACCBACEBBCCB,99999BCDBCABDCDACAAEBCDEAAAADCADEEAECCAEAAEEAAEAEB,CECCDCCDDEABBEBEAEAABEAEBBEBEACAEBDECCECDEABD,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,100.0,60.0,60.0,120.0,0.0,340.0,D,B,C,B,6,B,A,B,B,A,A,B,A,B,B,A,A,A,B,A,A,D,A,A,B
190001963830,2019,2304400,Fortaleza,23,CE,39,F,2,1,1,2304400.0,Fortaleza,23.0,CE,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,504.0,507.0,511.0,516.0,423.4,449.9,465.8,392.7,BABBBECBECCBBCABCABDADCACBABDADEADBBAAABACBCB,BCAAAAACBADBAEACBACCBABCABACABABCAEBABDACBAAA,99999ABAACBBABCAABDCAACEAABBEABECAEBCAAAEDABCBBADB,DCABCBCCBCACABACBCDDBCCACABABDBCACACACBCBDCBC,1,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB,BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,120.0,120.0,120.0,140.0,120.0,620.0,B,B,D,C,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B
190004314827,2019,2304400,Fortaleza,23,CE,31,M,0,3,0,,,,,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,506.0,510.0,513.0,517.0,359.3,507.8,452.8,461.5,BBEEACACEABDDDBDDBCDACBCACCBAECCAADBCAEBBDBDE,ACDCCCABADBDABACACBBEAEDEADCCBCCAABCDBDBABBCB,AEDAC99999BCECADCEDCCAEDEDAEDECDAEDBDCBEDEBECEDDDC,EBCBBADCBAAADECCABBEAAECAAAEBDBACCBBDABEBBEBA,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,120.0,120.0,100.0,80.0,520.0,B,B,B,C,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A
190001167116,2019,2304400,Fortaleza,23,CE,19,M,1,1,1,2304400.0,Fortaleza,23.0,CE,1,2,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,D,C,F,3,D,A,C,C,A,B,B,A,A,A,B,A,A,B,B,A,D,A,B,B
190004416623,2019,2304400,Fortaleza,23,CE,27,M,1,3,1,2309805.0,Pacoti,23.0,CE,1,1,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,B,D,A,A,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
190001158702,2019,2304400,Fortaleza,23,CE,42,M,2,3,1,2304400.0,Fortaleza,23.0,CE,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,506.0,510.0,513.0,517.0,466.2,591.4,490.5,677.6,CEDACBCADEBDBBDDBACBBCDBCCAACEDDBDACAEBBDCCAA,EEACBEDBADBDDBABCBAEACAABDEEABCCBACEAAEECACBB,DDBAC99999DBBEABEAAECDDACDDADEAECCCEBBADBEEECCBDDE,AAADCCEDEAAEDBCBAECDBDBACEADCDBEECBCADECBBDED,0,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,140.0,120.0,120.0,140.0,20.0,540.0,E,D,B,B,3,C,A,B,B,A,A,B,A,B,A,A,B,A,B,A,A,C,B,A,A
190004575619,2019,2304400,Fortaleza,23,CE,18,F,1,4,1,2304400.0,Fortaleza,23.0,CE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,506.0,510.0,513.0,517.0,354.6,426.9,497.7,359.6,DDCBEDDCDBEEEDCDEADEDEACCDBDCDBECDCCBDECCCDAB,CBCDCCDBBBAADAABDBDBCAADCCBCDBCECBBBAACADCEBB,99999CBBBAEAABBEAACECBDBDAACEEEDDAADBCAAADEACDDCDB,CBECCCBCBDBEADDCBDCBBCEEBDDDCCDCEABADAECDBDCB,1,DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA,1.0,100.0,120.0,120.0,120.0,0.0,460.0,E,D,F,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
190003085758,2019,2304400,Fortaleza,23,CE,18,M,1,1,1,2304400.0,Fortaleza,23.0,CE,2,0,3,1.0,0,23243350.0,2304400.0,Fortaleza,23.0,CE,4.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,504.0,510.0,513.0,516.0,572.4,632.2,618.6,769.4,DBCCEEBDEBBDEADCBCCEAACEDEBBDCCDCDAECBAAABBAD,EEBCBEDBADBEABAECCABCEEAAABBACACADCBEADBBBDEB,DDBBE99999BBCCBCDAAECDDEAAAADEEEACDCDEDEBABCBDBBCC,EECEBEAADEEBAECBCDBABEBEDAAAACBCECEDCEAEDDEDA,0,BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD,1.0,140.0,200.0,160.0,160.0,160.0,820.0,F,E,E,D,4,O,A,E,E,E,B,C,C,B,A,A,A,A,D,A,B,E,A,B,B
190005709754,2019,2304400,Fortaleza,23,CE,30,F,0,3,1,2304400.0,Fortaleza,23.0,CE,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,503.0,508.0,512.0,515.0,427.3,615.5,596.2,627.5,CEEDEEDADEBEEDEEAEAEAEAEAEAECACEACEACEACEACEE,CBACACBDCEEEACAADCBBEDBCAADDAABDBCEECCEADACEC,99999BDDAABBABAECEBCBADCDBDBECCBEBAAADDAECEDCAADED,EEBBEDBBAECEEDBDCECEEDEEBADEAEDAEBECEDEEAEDEA,1,AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC,CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC,BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD,EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA,1.0,140.0,120.0,120.0,120.0,140.0,640.0,E,E,F,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,B
190003609747,2019,2304400,Fortaleza,23,CE,37,M,1,3,1,2304400.0,Fortaleza,23.0,CE,1,13,1,1.0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2304400,Fortaleza,23,CE,1,1,1,1,505.0,510.0,513.0,518.0,415.9,609.4,575.9,548.7,BBBCAEDCEDEEABBEDEBCBEDABCAEADBDBAECBECECDAEA,EEACEEDBADBAABABEBAEAABAAAEBCBDECACBEABBAAACD,99999DCACCAACABCCDEECDDDBAAEECADAEAEEEDECAEECDDACC,AECBAECAADECADAEBBCBABEBCEADBDCAAAAABCBEEDCEA,1,DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE,EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB,ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC,DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB,1.0,120.0,120.0,120.0,120.0,100.0,580.0,B,B,A,A,4,H,A,C,C,B,A,B,A,A,A,B,A,A,B,A,A,C,A,A,B
